EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1021,Joe,Fletcher,2020-11-09,2023-07-17,Software Engineer,Amanda Hayden,joe.fletcher@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Section hospital clearly season history.,Software Engineering,General - Eng,25-01-1989,MA,Billing,Male,51613,Hispanic,Single,Fully Meets,3
1022,Frederick,Howe,2022-09-19,,Software Engineer,Nicole Haynes,frederick.howe@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1962-11-06,MA,Engineer,Male,12765,Black,Divorced,Fully Meets,3
1023,Nickolas,Davila,2018-11-09,2021-10-10,Shared Services Manager,Debra Morales,nickolas.davila@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Voluntary,Each wish foot person morning per significant.,Software Engineering,General - Con,1992-05-04,MA,Clerk,Male,64122,Hispanic,Divorced,Fully Meets,3
1024,Kasey,Boyer,2018-12-30,2021-06-23,Shared Services Manager,Chad Andrews,kasey.boyer@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Involuntary,Free may every real agency as blue maintain.,Software Engineering,Fielders,30-03-1987,MA,Coordinator,Female,91332,Other,Divorced,Fully Meets,3
1025,Giovanni,Jenkins,2023-05-11,2023-05-15,Senior BI Developer,John Wallace,giovanni.jenkins@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Retirement,Quite none ten order.,Admin Offices,Field Operations,13-11-1960,MA,Foreman,Female,39827,Other,Divorced,Fully Meets,3
1026,Alexis,Moss,2022-11-03,2023-02-09,Senior BI Developer,Benjamin Frederick,alexis.moss@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Resignation,Where forward evening huge cost share eat.,Admin Offices,Engineers,1950-07-11,MA,Engineer,Female,27418,Other,Widowed,Fully Meets,3
1027,Joanna,Murphy,2020-06-14,2021-05-29,Senior BI Developer,Michael Ramos,joanna.murphy@bilearner.com,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Open test message part risk.,Admin Offices,General - Con,21-12-1962,MA,Flagger,Male,24931,Other,Single,Fully Meets,3
1028,Joseph,Schmidt,2019-10-15,2023-01-01,Software Engineer,Donna Boone,joseph.schmidt@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Resignation,Federal less every character section think white.,Software Engineering,General - Con,22-10-2000,MA,Model Assistant,Male,2121,Asian,Single,Fully Meets,3
1029,Brittany,Hurley,2020-04-28,,Software Engineer,Jeffrey Johnston,brittany.hurley@bilearner.com,SVG,Active,Part-Time,Zone B,Part-Time,Unk,,Software Engineering,Field Operations,1979-01-06,MA,Specialist,Female,97697,Asian,Divorced,Fully Meets,3
1030,Niko,Hamilton,2019-10-29,,Software Engineer,Sarah King,niko.hamilton@bilearner.com,TNS,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Field Operations,1955-06-07,MA,Foreman,Male,75783,Black,Single,Fully Meets,3
1031,Ruben,Martinez,2021-04-28,,Software Engineer,Cynthia Delgado,ruben.martinez@bilearner.com,WBL,Active,Part-Time,Zone B,Temporary,Unk,,Software Engineering,General - Con,29-10-1972,MA,Lineman,Male,26111,White,Widowed,Fully Meets,3
1032,Kiley,Haynes,2022-04-19,2022-08-26,Software Engineer,Dominique Bailey,kiley.haynes@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Off part culture choose strong public.,Software Engineering,Aerial,1954-01-07,MA,Laborer,Male,50656,Asian,Widowed,Fully Meets,3
1033,Blaine,Brooks,2023-03-28,,Shared Services Manager,Teresa Meyer,blaine.brooks@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,Field Operations,28-03-1997,MA,Operator,Male,71808,Other,Single,Fully Meets,3
1034,Dennis,Livingston,2019-05-06,,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Software Engineering,Project Management - Con,1977-08-12,MA,Manager,Female,1043,Black,Single,Fully Meets,3
1035,Case,Russell,2020-10-13,,Senior BI Developer,Taylor Wright,case.russell@bilearner.com,PL,Active,Full-Time,Zone A,Temporary,Unk,,Admin Offices,Underground,16-02-1979,MA,Laborer,Female,41260,Asian,Divorced,Fully Meets,3
1036,Kody,Jimenez,2021-07-06,2021-11-25,Senior BI Developer,Daniel Moore,kody.jimenez@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Resignation,Teacher door money tend song.,Admin Offices,Field Operations,1993-08-08,MA,Foreman,Male,15346,Asian,Single,Fully Meets,3
1037,Zoe,Colon,2020-09-24,2020-11-02,Software Engineer,Stacey Vargas,zoe.colon@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Accept knowledge drop bar understand.,Software Engineering,Fielders,27-07-1993,MA,Engineer,Male,4876,Other,Widowed,Fully Meets,3
1038,Courtney,Cowan,2023-01-18,,Software Engineer,Beth Anderson,courtney.cowan@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Unk,,Software Engineering,Field Operations,1971-04-05,MA,Crew Leader,Male,14886,Hispanic,Married,Fully Meets,3
1039,Nolan,Perez,2019-08-22,2022-03-25,Software Engineer,Joshua Daniels,nolan.perez@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Under follow guess lot minute able history face.,Software Engineering,Finance & Accounting,17-11-1982,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3
1040,Katrina,Farrell,2019-07-25,2022-12-17,Software Engineer,Mark Mays,katrina.farrell@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Main customer television phone staff family.,Software Engineering,Field Operations,25-04-1972,MA,Technician,Male,74234,White,Divorced,Fully Meets,3
1041,Camden,Kelly,2019-11-11,2020-01-10,Software Engineer,Brandon Ortiz,camden.kelly@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Retirement,Suffer consider store find up.,Software Engineering,Engineers,1976-04-11,MA,Administrative,Male,45272,White,Single,Fully Meets,3
1042,Milo,Hood,2022-07-16,,Software Engineer,Cheryl Swanson,milo.hood@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Field Operations,18-08-1942,MA,Driller,Male,96170,Black,Widowed,Fully Meets,3
1043,Kale,Lang,2022-12-19,2023-05-10,Shared Services Manager,Matthew Patel,kale.lang@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,Resignation,Agreement particular scene also war who.,Software Engineering,Splicing,16-12-1955,MA,Billing,Female,65963,White,Married,Fully Meets,3
1044,Shyanne,Stark,2020-09-15,,Shared Services Manager,Jennifer Adams,shyanne.stark@bilearner.com,NEL,Active,Contract,Zone A,Temporary,Unk,,Software Engineering,Field Operations,16-09-1956,MA,Foreman,Female,75123,Hispanic,Divorced,Fully Meets,3
1045,Elliott,Ashley,2020-10-04,2023-02-27,Senior BI Developer,Kelly Williams,elliott.ashley@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Involuntary,Artist technology ever body provide today doctor.,Admin Offices,Catv,1963-10-06,MA,Foreman,Female,11164,Black,Single,Fully Meets,3
1046,Genesis,Todd,2022-04-23,2022-08-03,Software Engineer,Jose Daniel,genesis.todd@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Former treat check special economy.,Software Engineering,Underground,17-11-1962,MA,Laborer,Male,65978,White,Single,Fully Meets,3
1047,Sincere,Jimenez,2021-11-27,,Software Engineer,Vanessa Ramirez,sincere.jimenez@bilearner.com,SVG,Active,Contract,Zone A,Part-Time,Unk,,Software Engineering,Field Operations,24-11-1947,MA,Technician,Female,73877,Hispanic,Single,Fully Meets,3
1048,Stephen,Daugherty,2019-11-29,,Software Engineer,Joshua Pittman,stephen.daugherty@bilearner.com,EW,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,General - Con,19-07-1956,MA,Helper,Male,48971,Asian,Widowed,Fully Meets,3
1049,Demarion,Morrow,2019-05-30,2020-12-19,Software Engineer,Patricia Brewer,demarion.morrow@bilearner.com,MSC,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Plan capital firm foreign.,Software Engineering,Field Operations,26-09-1954,MA,Technician,Male,16259,White,Married,Fully Meets,3
1050,Steven,Schneider,2020-11-23,,Software Engineer,Jerry Suarez,steven.schneider@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Finance & Accounting,1993-04-07,MA,Accounting,Male,64114,Black,Widowed,Fully Meets,3
1051,Devon,Hinton,2022-04-08,2023-01-11,Software Engineer,Allison York,devon.hinton@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Her office place.,Software Engineering,Field Operations,29-04-1981,MA,Operator,Male,14669,White,Divorced,Fully Meets,3
1052,Jacquelyn,Johns,2021-02-25,2021-06-04,Shared Services Manager,Christopher Romero,jacquelyn.johns@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Voluntary,Plant enjoy these drive themselves never hit PM.,Software Engineering,General - Con,21-06-1980,MA,Foreman,Female,52448,Hispanic,Single,Fully Meets,3
1053,Blaine,Keith,2019-03-13,2021-04-07,Shared Services Manager,Timothy Hansen,blaine.keith@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Resignation,Wind commercial in ahead will realize.,Software Engineering,Project Management - Con,25-07-1947,MA,Project Manager,Female,43336,Hispanic,Divorced,Fully Meets,3
1054,Phillip,Salazar,2023-02-12,,Software Engineer,Christopher Romero,phillip.salazar@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Engineers,1993-10-05,MA,Project Manager,Male,56271,White,Single,Fully Meets,3
1055,Chaz,Webb,2018-09-08,,Software Engineer,Alec Hernandez,chaz.webb@bilearner.com,PYZ,Active,Contract,Zone C,Full-Time,Unk,,Software Engineering,Field Operations,24-11-1995,MA,Laborer,Female,56708,White,Widowed,Fully Meets,3
1056,Desmond,Anderson,2021-11-18,,Software Engineer,Kari Bishop,desmond.anderson@bilearner.com,SVG,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Wireline Construction,1943-01-09,MA,Driver,Male,12869,Hispanic,Widowed,Fully Meets,3
1057,Sophie,Decker,2023-07-01,,Software Engineer,Justin Grant,sophie.decker@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Software Engineering,Wireline Construction,27-10-1998,MA,Foreman,Male,18240,Asian,Widowed,Fully Meets,3
1058,Lena,Bryan,2022-04-18,,Software Engineer,Sarah Sims,lena.bryan@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Billable Consultants,13-03-1942,MA,Technician,Male,77311,Hispanic,Married,Fully Meets,3
1059,Kelsie,Mccormick,2023-04-29,,Software Engineer,Emily Brennan,kelsie.mccormick@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Engineers,23-05-1974,MA,Engineer,Female,63959,Asian,Widowed,Fully Meets,3
1060,Frida,Livingston,2018-10-10,2018-12-25,Shared Services Manager,Sandra Black,frida.livingston@bilearner.com,CCDR,Active,Part-Time,Zone B,Full-Time,Voluntary,Improve center sure Mr respond for recent.,Software Engineering,General - Con,1976-05-02,MA,Project Manager,Female,20331,Black,Single,Fully Meets,3
1061,Isai,Alvarado,2022-11-20,,Shared Services Manager,Laura Norman,isai.alvarado@bilearner.com,EW,Active,Part-Time,Zone C,Part-Time,Unk,,Software Engineering,General - Sga,21-05-1993,MA,Specialist,Female,45515,Other,Single,Fully Meets,3
1062,Travis,Vasquez,2019-05-18,2020-01-14,Software Engineer,Amanda Hale,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Involuntary,Rise activity learn step power simple sure.,Software Engineering,Engineers,1969-03-11,MA,Program Manager,Male,59717,Hispanic,Married,Fully Meets,3
1063,Jazlene,Maynard,2021-06-22,,Software Engineer,James Baker,jazlene.maynard@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Software Engineering,Aerial,19-04-1945,MA,Foreman,Female,15748,Black,Single,Fully Meets,3
1064,Wyatt,Donovan,2022-03-30,2022-04-13,Software Engineer,Terry Durham,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Retirement,North help rock stage someone book.,Software Engineering,Field Operations,24-02-1987,MA,Technician,Male,67106,White,Divorced,Fully Meets,3
1065,Nathaly,Cooper,2018-08-28,,Software Engineer,Erik Simon,nathaly.cooper@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,,Software Engineering,Engineers,26-06-1995,MA,Engineer,Male,33438,Other,Widowed,Fully Meets,3
1066,Gage,Weeks,2021-12-27,2023-01-05,Software Engineer,Summer Moreno,gage.weeks@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Face garden central since several food.,Software Engineering,Catv,23-04-1981,MA,Operator,Male,61106,Hispanic,Single,Fully Meets,3
1067,Gavin,Frye,2020-11-14,,Software Engineer,Carla Cox,gavin.frye@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Software Engineering,Field Operations,1948-07-12,MA,Technician,Female,25160,White,Married,Fully Meets,3
1068,Amber,Ross,2021-10-01,,Software Engineer,Mary Mendoza,amber.ross@bilearner.com,PYZ,Active,Full-Time,Zone B,Part-Time,Unk,,Software Engineering,Wireline Construction,24-12-1998,MA,Project Manager,Female,52694,Black,Widowed,Fully Meets,3
1069,Wyatt,Edwards,2018-10-13,2023-05-28,Shared Services Manager,Cassandra Smith,wyatt.edwards@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Resignation,Really full stand face explain would keep energy.,Software Engineering,General - Con,13-09-1975,MA,Foreman,Female,30264,Other,Widowed,Fully Meets,3
1070,Karla,Reed,2018-12-15,2022-05-28,Shared Services Manager,Warren Baker,karla.reed@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Resignation,Or add data indicate account father early these.,Software Engineering,General - Sga,1998-04-11,MA,Project Manager,Male,22326,Black,Married,Fully Meets,3
1071,Yadira,Mcmillan,2019-03-28,2020-10-17,Software Engineer,Amy Bell,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Involuntary,Guy ten dream. Thing he care series.,Software Engineering,Field Operations,23-06-1968,MA,Laborer,Male,30139,Black,Married,Fully Meets,3
1072,Fernando,Mcconnell,2018-12-27,,Software Engineer,Teresa Lopez,fernando.mcconnell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Software Engineering,Field Operations,20-01-1977,MA,Operator,Female,93329,Asian,Widowed,Fully Meets,3
1073,Sean,Bean,2019-05-11,,Software Engineer,Kimberly Holland,sean.bean@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Software Engineering,Field Operations,24-09-1998,MA,Foreman,Male,67825,White,Single,Fully Meets,3
1074,Lilianna,Mccall,2021-02-19,2023-02-24,Software Engineer,Robert Garcia,lilianna.mccall@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,Voluntary,Professional usually hospital worker among.,Software Engineering,General - Con,1983-08-07,MA,Laborer,Male,86545,Asian,Divorced,Fully Meets,3
1075,Salvador,Thomas,2022-11-05,2023-04-16,Software Engineer,Nicholas Martinez,salvador.thomas@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Involuntary,Health American identify meeting.,Software Engineering,Engineers,23-04-1968,MA,Engineer,Male,76670,Asian,Married,Fully Meets,3
1076,Jair,Silva,2020-03-22,2020-09-28,Software Engineer,Carlos Barnes,jair.silva@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Retirement,Gun bill spend anyone.,Software Engineering,General - Eng,28-01-1943,MA,Administrative,Female,29368,White,Widowed,Fully Meets,3
1077,Derek,Moreno,2019-02-02,,Software Engineer,Allison Jacobs,derek.moreno@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Unk,,Software Engineering,Wireless,1992-10-05,MA,Foreman,Female,97585,Black,Single,Fully Meets,3
1078,Litzy,Conner,2020-02-24,2021-06-16,Software Engineer,Angela Ramsey,litzy.conner@bilearner.com,PYZ,Active,Contract,Zone C,Temporary,Voluntary,Crime west best industry right alone begin.,Software Engineering,Aerial,19-03-1997,MA,Foreman,Female,42710,Asian,Divorced,Fully Meets,3
1079,Joanna,Burnett,2021-04-07,2022-05-01,Shared Services Manager,Malik Smith,joanna.burnett@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Story knowledge policy. Board tax treatment.,Software Engineering,Project Management - Eng,2000-11-04,MA,Manager,Female,21279,Hispanic,Divorced,Fully Meets,3
1080,Abdullah,Frederick,2020-11-14,,Shared Services Manager,Jessica Lewis,abdullah.frederick@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Fielders,1988-04-08,MA,Engineer,Male,17976,Black,Widowed,Fully Meets,3
1081,Armani,Porter,2022-01-17,2022-08-10,Software Engineer,Kayla Ibarra,armani.porter@bilearner.com,EW,Voluntarily Terminated,Contract,Zone B,Part-Time,Involuntary,Imagine plant southern sound reduce.,Software Engineering,General - Con,24-08-1965,MA,Laborer,Male,53628,Asian,Divorced,Fully Meets,3
1082,Taylor,Sanders,2021-09-02,2023-06-27,Software Engineer,Ryan Mathews,taylor.sanders@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Retirement,Resource top fear shake green view great which.,Software Engineering,General - Con,1976-03-03,MA,Technician,Male,84761,Other,Married,Fully Meets,3
1083,Iliana,Randall,2023-07-30,,Software Engineer,Melissa Scott,iliana.randall@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Software Engineering,Aerial,1963-09-01,MA,Supervisor,Female,2187,Asian,Divorced,Fully Meets,3
1084,Luke,Henderson,2023-06-27,,Software Engineer,Robert Schmitt,luke.henderson@bilearner.com,PL,Active,Contract,Zone C,Part-Time,Unk,,Software Engineering,Executive,1989-12-08,MA,Administrator,Male,76615,White,Single,Fully Meets,3
1085,Madelyn,Lambert,2022-03-27,,Software Engineer,Patricia Wallace,madelyn.lambert@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Software Engineering,General - Con,1952-10-03,MA,Lineman,Male,18707,Other,Divorced,Fully Meets,3
1086,Ava,Pace,2022-08-12,2022-10-20,Software Engineer,Justin Young,ava.pace@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Voluntary,Thousand both simple network let.,Software Engineering,Field Operations,30-07-1973,MA,Supervisor,Female,23203,Black,Single,Fully Meets,3
1087,Delaney,Bruce,2022-07-08,2023-08-04,Software Engineer,Robert Salinas,delaney.bruce@bilearner.com,TNS,Active,Part-Time,Zone A,Part-Time,Voluntary,Party explain perhaps.,Software Engineering,Field Operations,1974-05-08,MA,Tower Hand,Female,18844,Other,Married,Fully Meets,3
1088,Jair,Bullock,2020-08-15,2021-01-23,Software Engineer,Mary Anderson,jair.bullock@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,Resignation,Specific fire rate fly clearly.,Software Engineering,General - Con,1991-08-04,MA,Foreman,Female,64815,White,Widowed,Fully Meets,3
1089,Kayla,Farrell,2023-05-27,2023-06-14,Software Engineer,Jennifer Stevens,kayla.farrell@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Involuntary,Your plant win seem hair him career style.,Software Engineering,Wireline Construction,29-04-1953,MA,Groundman,Female,69860,Black,Married,Fully Meets,3
1090,Taylor,Gamble,2023-01-02,,Shared Services Manager,Jennifer Murphy,taylor.gamble@bilearner.com,CCDR,Active,Part-Time,Zone C,Full-Time,Unk,,Software Engineering,Field Operations,28-08-1965,MA,Technician,Female,93542,Black,Divorced,Fully Meets,3
1091,Carl,Desimone,2018-11-16,2021-04-03,Production Technician I,Daniel Booth,carl.desimone@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Involuntary,Fine use card current agent.,Production       ,General - Sga,26-08-1986,MA,Supervisor,Male,2061,Asian,Single,Fully Meets,3
1092,Sophia,Theamstern,2022-07-12,,Production Technician I,Martin Jackson,sophia.theamstern@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,27-01-1970,MA,Clerk,Female,2066,Hispanic,Divorced,Fully Meets,3
1093,Kara,Harrison,2022-12-16,,Production Technician I,Elizabeth Richards,kara.harrison@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Engineers,26-04-1979,MA,Engineer,Female,1886,Asian,Widowed,Fully Meets,3
1094,Ming,Huynh,2023-05-08,,Production Technician II,Jose Bray,ming.huynh@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,18-03-1994,MA,Foreman,Female,1742,Other,Single,Fully Meets,3
1095,Karen,Mancuso,2023-04-07,,Production Technician II,Jamie Frye,karen.mancuso@bilearner.com,WBL,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Engineers,28-11-1941,MA,Engineer,Female,2176,Hispanic,Divorced,Fully Meets,3
1096,Linda,Anderson,2022-02-15,2022-10-19,Production Technician I,Adam Hunt,linda.anderson@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Voluntary,Issue loss day provide everyone white.,Production       ,Shop (Fleet),1973-11-01,MA,Mechanic,Female,1844,Asian,Married,Fully Meets,3
1097,Nilson,Fernandes,2023-07-17,2023-08-03,Production Technician I,Jeffrey Saunders,nilson.fernandes@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Involuntary,Blue star hospital work.,Production       ,Field Operations,1999-02-08,MA,Technician,Male,2132,Hispanic,Divorced,Fully Meets,3
1098,Alain,Robinson,2019-05-03,2023-06-02,Production Technician I,Stephanie Griffin,alain.robinson@bilearner.com,PL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Meet fight night. Image room nation.,Production       ,General - Eng,1993-10-01,MA,Engineer,Male,1420,Asian,Widowed,Fully Meets,3
1099,Seffi,Shields,2022-03-25,2022-04-22,Production Technician I,Robert Sullivan,seffi.shields@bilearner.com,SVG,Active,Part-Time,Zone A,Part-Time,Retirement,Person say might throw war scientist.,Production       ,Field Operations,24-12-1971,MA,Laborer,Female,2149,Other,Single,Fully Meets,3
1100,Horia,Ndzi,2020-04-07,,Production Technician I,Charles Delacruz,horia.ndzi@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,1964-10-05,MA,Laborer,Male,2421,White,Divorced,Fully Meets,3
1101,Evelyn,Girifalco,2021-03-10,,Production Technician I,John Alvarez,evelyn.girifalco@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,19-03-1944,MA,Engineer,Female,2451,White,Widowed,Fully Meets,3
1102,Ermine,Pelletier,2019-08-04,,Production Technician II,Margaret Lee,ermine.pelletier@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,19-09-1953,MA,Groundman,Female,2472,Black,Single,Fully Meets,3
1103,Samuel,MacLennan,2021-04-11,2023-05-27,Production Technician I,Chad Moreno,samuel.maclennan@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone C,Temporary,Involuntary,Garden sit drive assume large seat.,Production       ,Splicing,1957-02-04,MA,Splicer,Male,1938,Asian,Widowed,Fully Meets,3
1104,Sean,Bernstein,2019-06-16,,Production Technician I,Matthew West,sean.bernstein@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Eng,14-09-1995,MA,Supervisor,Male,2072,Asian,Divorced,Fully Meets,3
1105,Shakira,Perry,2020-10-08,2022-12-04,Production Technician I,Mark Jacobs,shakira.perry@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Others suggest generation budget large west real.,Production       ,General - Con,1948-11-10,MA,Technician,Female,2176,Hispanic,Single,Fully Meets,3
1106,Michael J,Fitzpatrick,2021-08-18,,Production Technician II,Isaac Long,michael j.fitzpatrick@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Aerial,1995-01-01,MA,Lineman,Male,2143,Other,Single,Fully Meets,3
1107,Cybil,Trzeciak,2020-03-16,,Production Technician II,Amanda Marshall,cybil.trzeciak@bilearner.com,BPC,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,1992-09-02,MA,Laborer,Female,1778,Other,Single,Fully Meets,3
1108,Barry,Wilber,2019-01-24,,Production Technician I,Danielle Jones,barry.wilber@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,18-04-1969,MA,Flagger,Male,2324,White,Married,Fully Meets,3
1109,Enola,Chivukula,2022-06-11,2022-09-25,Production Technician I,Timothy Moore,enola.chivukula@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Large although outside technology office.,Production       ,Field Operations,1981-01-10,MA,Laborer,Female,1775,White,Divorced,Fully Meets,3
1110,Joelle,Burke,2022-07-02,,Production Technician II,Joshua Vasquez,joelle.burke@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Con,1987-05-05,MA,Foreman,Female,2148,Asian,Single,Fully Meets,3
1111,Alexandra,Kirill,2019-09-08,2020-08-29,Production Technician I,Mark Hernandez,alexandra.kirill@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,Gun fly subject those. Must member financial.,Production       ,Splicing,31-05-1952,MA,Splicer,Female,2127,White,Widowed,Fully Meets,3
1112,Celeste,Johnson,2022-07-10,,Production Technician I,Kristi Andrews,celeste.johnson@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,15-07-1975,MA,Project Manager,Female,84262,White,Single,Fully Meets,3
1113,Nathalia,Hendrix,2022-04-24,,Production Technician I,Kenneth Carter,nathalia.hendrix@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,1976-03-09,MA,Lineman,Female,31490,Asian,Divorced,Fully Meets,3
1114,Justus,Bowen,2020-03-31,,Production Technician I,John Smith,justus.bowen@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,31-12-1960,MA,Laborer,Female,59522,Hispanic,Widowed,Fully Meets,3
1115,Marcus,Bender,2019-03-23,,Production Technician I,Bradley Butler,marcus.bender@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Field Operations,19-02-1997,MA,Technician,Male,63452,Black,Widowed,Fully Meets,3
1116,Ryker,Logan,2019-03-09,2023-07-12,Production Technician I,Ryan Jenkins,ryker.logan@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Maintain program process present knowledge PM.,Production       ,Field Operations,1984-10-08,MA,Clerk,Male,50055,White,Divorced,Fully Meets,3
1117,Payten,Middleton,2019-02-21,2019-03-06,Production Technician I,Dennis Martinez,payten.middleton@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Place impact which although.,Production       ,General - Con,23-08-1997,MA,Technician,Male,6139,Other,Divorced,Fully Meets,3
1118,Harrison,Hunt,2019-10-04,2022-11-26,Production Technician I,Stephen Parks,harrison.hunt@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Retirement,Power picture early anyone.,Production       ,Engineers,29-02-1976,MA,Project Manager,Male,44761,Asian,Divorced,Fully Meets,3
